Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-3/-3a Measure Description,SUB-3 Denominator,TOB-3/-3a Measure Description,TOB-3 Denominator,FUH Measure Description,FUH-30 Denominator,READM-30-IPF Measure Desc,READM-30-IPF Denominator
30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,11,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),341
170104,ADVENTHEALTH SHAWNEE MISSION,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,JOHNSON,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,375,Tobacco use treatment provided or offered at discharge,298,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,161,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),492
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,Patients discharged on multiple antipsychotic medications with appropriate justification,35,Alcohol and other drug use disorder treatment provided or offered at discharge,493,Tobacco use treatment provided or offered at discharge,569,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,154,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),353
180149,TJ HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,ADAIR,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,45,Tobacco use treatment provided or offered at discharge,95,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),130
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,Patients discharged on multiple antipsychotic medications with appropriate justification,16,Alcohol and other drug use disorder treatment provided or offered at discharge,366,Tobacco use treatment provided or offered at discharge,310,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,93,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),273
224013,"ARBOUR HOSPITAL, THE",49 ROBINWOOD AVENUE,BOSTON,MA,2130,SUFFOLK,Patients discharged on multiple antipsychotic medications with appropriate justification,58,Alcohol and other drug use disorder treatment provided or offered at discharge,394,Tobacco use treatment provided or offered at discharge,376,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,358,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),1057
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,EMPORIA CITY,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol and other drug use disorder treatment provided or offered at discharge,62,Tobacco use treatment provided or offered at discharge,134,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),141
34020,HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,AZ,85007,MARICOPA,Patients discharged on multiple antipsychotic medications with appropriate justification,38,Alcohol and other drug use disorder treatment provided or offered at discharge,180,Tobacco use treatment provided or offered at discharge,181,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,117,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),702
194114,RIVER PLACE BEHAVIORAL HEALTH,500 RUE DE SANTE,LA PLACE,LA,70068,ST. JOHN BAPTIST,Patients discharged on multiple antipsychotic medications with appropriate justification,27,Alcohol and other drug use disorder treatment provided or offered at discharge,165,Tobacco use treatment provided or offered at discharge,393,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),32
334012,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON ST,BINGHAMTON,NY,13901,BROOME,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,14,Tobacco use treatment provided or offered at discharge,37,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,14,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,HILLSBOROUGH,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol and other drug use disorder treatment provided or offered at discharge,402,Tobacco use treatment provided or offered at discharge,437,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,145,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),405
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,23,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,19,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),166
340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,IREDELL,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,387,Tobacco use treatment provided or offered at discharge,426,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,78,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),283
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,55,Tobacco use treatment provided or offered at discharge,58,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,91,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),374
230013,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,MI,48341,OAKLAND,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,136,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),263
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,Patients discharged on multiple antipsychotic medications with appropriate justification,25,Alcohol and other drug use disorder treatment provided or offered at discharge,175,Tobacco use treatment provided or offered at discharge,99,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,105,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),506
364051,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,BUTLER,Patients discharged on multiple antipsychotic medications with appropriate justification,91,Alcohol and other drug use disorder treatment provided or offered at discharge,377,Tobacco use treatment provided or offered at discharge,322,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,237,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),922
390048,GEISINGER-LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,17044,MIFFLIN,Patients discharged on multiple antipsychotic medications with appropriate justification,31,Alcohol and other drug use disorder treatment provided or offered at discharge,172,Tobacco use treatment provided or offered at discharge,265,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,67,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),192
50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,Patients discharged on multiple antipsychotic medications with appropriate justification,51,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),462
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,FORT BEND,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,22,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),242
230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,Patients discharged on multiple antipsychotic medications with appropriate justification,65,Alcohol and other drug use disorder treatment provided or offered at discharge,212,Tobacco use treatment provided or offered at discharge,254,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,132,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),277
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,3038,ROCKINGHAM,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,213,Tobacco use treatment provided or offered at discharge,252,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,103,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),247
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,55,Tobacco use treatment provided or offered at discharge,60,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,15,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),67
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,Patients discharged on multiple antipsychotic medications with appropriate justification,48,Alcohol and other drug use disorder treatment provided or offered at discharge,187,Tobacco use treatment provided or offered at discharge,297,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,106,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),242
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,Patients discharged on multiple antipsychotic medications with appropriate justification,29,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),170
520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE,13111 N PORT WASHINGTON RD,MEQUON,WI,53097,OZAUKEE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
104081,BLACKBERRY CENTER,91 BEEHIVE CIR,SAINT CLOUD,FL,34769,OSCEOLA,Patients discharged on multiple antipsychotic medications with appropriate justification,71,Alcohol and other drug use disorder treatment provided or offered at discharge,33,Tobacco use treatment provided or offered at discharge,69,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
330079,ADIRONDACK MEDICAL CENTER,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol and other drug use disorder treatment provided or offered at discharge,20,Tobacco use treatment provided or offered at discharge,50,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),202
390194,ST LUKE'S HOSPITAL - LEHIGHTON,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,125,Tobacco use treatment provided or offered at discharge,188,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,116,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),375
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,287,Tobacco use treatment provided or offered at discharge,263,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,98,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),296
444005,UNITY PSYCHIATRIC CARE-MARTIN,"458 HANNINGS LANE, P O BOX 1006",MARTIN,TN,38237,WEAKLEY,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,11,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),323
391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,21,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),186
494032,THE PAVILION AT WILLIAMSBURG PLACE,5483 MOORETOWN ROAD,WILLIAMSBURG,VA,23188,JAMES CITY,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,263,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),724
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,Patients discharged on multiple antipsychotic medications with appropriate justification,41,Alcohol and other drug use disorder treatment provided or offered at discharge,266,Tobacco use treatment provided or offered at discharge,193,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),174
390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,CHESTER,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,24,Tobacco use treatment provided or offered at discharge,37,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),251
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,UT,84341,CACHE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,192,Tobacco use treatment provided or offered at discharge,147,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,24,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),65
100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,MIAMI-DADE,Patients discharged on multiple antipsychotic medications with appropriate justification,28,Alcohol and other drug use disorder treatment provided or offered at discharge,241,Tobacco use treatment provided or offered at discharge,343,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,162,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),734
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,MARION,Patients discharged on multiple antipsychotic medications with appropriate justification,41,Alcohol and other drug use disorder treatment provided or offered at discharge,259,Tobacco use treatment provided or offered at discharge,365,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,92,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),225
104040,CENTERSTONE OF FLORIDA,2020 26TH AVE E,BRADENTON,FL,34208,MANATEE,Patients discharged on multiple antipsychotic medications with appropriate justification,74,Alcohol and other drug use disorder treatment provided or offered at discharge,691,Tobacco use treatment provided or offered at discharge,778,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,117,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),400
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,Patients discharged on multiple antipsychotic medications with appropriate justification,15,Alcohol and other drug use disorder treatment provided or offered at discharge,271,Tobacco use treatment provided or offered at discharge,255,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,161,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),400
30010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol and other drug use disorder treatment provided or offered at discharge,226,Tobacco use treatment provided or offered at discharge,191,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),161
490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,WINCHESTER CITY,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,256,Tobacco use treatment provided or offered at discharge,300,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,186,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),497
34024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE,GLENDALE,AZ,85302,MARICOPA,Patients discharged on multiple antipsychotic medications with appropriate justification,64,Alcohol and other drug use disorder treatment provided or offered at discharge,542,Tobacco use treatment provided or offered at discharge,574,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,109,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),275
54153,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,CA,90806,LOS ANGELES,Patients discharged on multiple antipsychotic medications with appropriate justification,70,Alcohol and other drug use disorder treatment provided or offered at discharge,20,Tobacco use treatment provided or offered at discharge,436,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,243,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),534
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,13,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),455
454029,SETON SHOAL CREEK HOSPITAL,3501 MILLS AVE,AUSTIN,TX,78731,TRAVIS,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,274,Tobacco use treatment provided or offered at discharge,193,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,114,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),299
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,2904,PROVIDENCE,Patients discharged on multiple antipsychotic medications with appropriate justification,19,Alcohol and other drug use disorder treatment provided or offered at discharge,141,Tobacco use treatment provided or offered at discharge,179,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,116,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),797
454110,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,3300 S FM 1788,MIDLAND,TX,79706,MIDLAND,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol and other drug use disorder treatment provided or offered at discharge,125,Tobacco use treatment provided or offered at discharge,126,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,76,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),488
54095,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,SAN DIEGO,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol and other drug use disorder treatment provided or offered at discharge,282,Tobacco use treatment provided or offered at discharge,166,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,74,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),303
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,20,Tobacco use treatment provided or offered at discharge,57,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),553
54122,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,CA,94558,NAPA,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
110003,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,1900 TEBEAU STREET,WAYCROSS,GA,31501,WARE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,24,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,18,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),245
374006,CARL ALBERT COMMUNITY MENTAL HEALTH CENTER,1101 EAST MONROE,MCALESTER,OK,74501,PITTSBURG,Patients discharged on multiple antipsychotic medications with appropriate justification,125,Alcohol and other drug use disorder treatment provided or offered at discharge,47,Tobacco use treatment provided or offered at discharge,219,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,21,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),60
374000,GRIFFIN MEMORIAL HOSPITAL,900 EAST MAIN STREET,NORMAN,OK,73070,CLEVELAND,Patients discharged on multiple antipsychotic medications with appropriate justification,75,Alcohol and other drug use disorder treatment provided or offered at discharge,275,Tobacco use treatment provided or offered at discharge,405,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,72,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),171
144028,JOHN J MADDEN MENTAL HEALTH CENTER,1200 S FIRST AVE,HINES,IL,60141,COOK,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,217,Tobacco use treatment provided or offered at discharge,163,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,FAYETTE,Patients discharged on multiple antipsychotic medications with appropriate justification,19,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,18,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,15,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),252
334052,BUFFALO PSYCHIATRIC CENTER,400 FOREST AVE,BUFFALO,NY,14213,ERIE,Patients discharged on multiple antipsychotic medications with appropriate justification,70,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,29,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
