Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Num,HBIPS-3 Measure Description,HBIPS-3 Overall Num,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-2/-2a Measure Description,SUB-2 Denominator,TOB-2/-2a Measure_Desc,TOB-2 Denominator,FUH Measure Description,FUH-30 %,READM-30-IPF Measure Desc,READM-30-IPF Category,Location
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,SUFFOLK CITY,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,19,Alcohol use brief intervention provided or offered,152,Tobacco use treatment provided or offered,333,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2800 GODWIN BOULEVARD SUFFOLK, VA 23439 (36.773058, -76.583413)"
344023,JULIAN F KEITH ALCOHOL & DRUG ABUSE TX,201 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711,BUNCOMBE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,284,Tobacco use treatment provided or offered,482,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,"201 TABERNACLE ROAD BLACK MOUNTAIN, NC 28711 (35.61144, -82.350177)"
234025,CARO CENTER,"2000 CHAMBERS, BOX A",CARO,MI,48723,TUSCOLA,Hours of physical-restraint use,5714.7,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,34,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,
194082,JENNINGS SENIOR CARE HOSPITAL,"1 HOSPITAL DRIVE, SUITE 201",JENNINGS,LA,70546,JEFFRSON DAVIS,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,73,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1 HOSPITAL DRIVE, SUITE 201 JENNINGS, LA 70546 (30.240216, -92.662196)"
161376,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,CASS,Hours of physical-restraint use,0,Hours of seclusion use,3.43,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,49,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1501 EAST TENTH STREET ATLANTIC, IA 50022 (41.401712, -94.992608)"
324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,"5400 GIBSON BOULEVARD SE, 4TH FLOOR BOX# 8",ALBUQUERQUE,NM,87108,BERNALILLO,Hours of physical-restraint use,5.4,Hours of seclusion use,13.23,Patients discharged on multiple antipsychotic medications with appropriate justification,30,Alcohol use brief intervention provided or offered,148,Tobacco use treatment provided or offered,239,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"5400 GIBSON BOULEVARD SE, 4TH FLOOR BOX# 8 ALBUQUERQUE, NM 87108 (35.058248, -106.581048)"
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,GILES,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,28,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1265 E COLLEGE ST PULASKI, TN 38478 (35.19129, -87.004322)"
110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,FULTON,Hours of physical-restraint use,18.47,Hours of seclusion use,33.84,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,35,Tobacco use treatment provided or offered,31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"80 JESSE HILL, JR DRIVE SE ATLANTA, GA 30303 (33.752156, -84.382609)"
50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,Hours of physical-restraint use,53.75,Hours of seclusion use,89.37,Patients discharged on multiple antipsychotic medications with appropriate justification,45,Alcohol use brief intervention provided or offered,17,Tobacco use treatment provided or offered,100,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"222 W 39TH AVE SAN MATEO, CA 94403 (37.530116, -122.299406)"
454135,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER ROAD,HOUSTON,TX,77080,HARRIS,Hours of physical-restraint use,13.9,Hours of seclusion use,39.32,Patients discharged on multiple antipsychotic medications with appropriate justification,58,Alcohol use brief intervention provided or offered,87,Tobacco use treatment provided or offered,237,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2801 GESSNER ROAD HOUSTON, TX 77080 (29.823842, -95.545351)"
364036,ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,MAUMEE,OH,43537,LUCAS,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,367,Tobacco use treatment provided or offered,536,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1725 TIMBER LINE ROAD MAUMEE, OH 43537 (41.589427, -83.687356)"
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,Hours of physical-restraint use,1.55,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,43,Alcohol use brief intervention provided or offered,141,Tobacco use treatment provided or offered,341,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,68.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"50 ROUTE 25A SMITHTOWN, NY 11787 (40.867592, -73.220142)"
110234,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE,NASHVILLE,GA,31639,BERRIEN,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,13,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,72.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1221 E MCPHERSON AVENUE NASHVILLE, GA 31639 (31.203629, -83.238337)"
234040,SAMARITAN BEHAVIORAL CENTER,"5555 CONNER AVENUE, SUITE 3N",DETROIT,MI,48213,WAYNE,Hours of physical-restraint use,26.45,Hours of seclusion use,7.17,Patients discharged on multiple antipsychotic medications with appropriate justification,164,Alcohol use brief intervention provided or offered,167,Tobacco use treatment provided or offered,851,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,"5555 CONNER AVENUE, SUITE 3N DETROIT, MI 48213 (42.392516, -82.982411)"
180127,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,FRANKLIN,Hours of physical-restraint use,0.02,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,40,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"299 KINGS DAUGHTERS DRIVE FRANKFORT, KY 40601 (38.159774, -84.905753)"
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,Hours of physical-restraint use,19.38,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,60,Alcohol use brief intervention provided or offered,116,Tobacco use treatment provided or offered,292,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"160 EAST MAIN STREET PORT JERVIS, NY 12771 (41.367766, -74.682593)"
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,MARION,Hours of physical-restraint use,324.72,Hours of seclusion use,413.84,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,80,Tobacco use treatment provided or offered,344,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,63,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"720 ESKENAZI AVENUE INDIANAPOLIS, IN 46202 (39.78053, -86.17345)"
370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,COMANCHE,Hours of physical-restraint use,0.33,Hours of seclusion use,0.92,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,24,Tobacco use treatment provided or offered,169,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"5602 SOUTHWEST LEE BOULEVARD LAWTON, OK 73505 (34.594384, -98.461692)"
260050,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,NODAWAY,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,220,Tobacco use treatment provided or offered,369,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2016 SOUTH MAIN ST MARYVILLE, MO 64468 (40.326053, -94.874038)"
260142,FITZGIBBON MEMORIAL HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,MO,65340,SALINE,Hours of physical-restraint use,0.55,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,56,Tobacco use treatment provided or offered,233,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,BERKELEY,Hours of physical-restraint use,3.15,Hours of seclusion use,31.35,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,95,Tobacco use treatment provided or offered,229,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2500 HOSPITAL DRIVE MARTINSBURG, WV 25401 (39.477254, -77.980619)"
54148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,51,Alcohol use brief intervention provided or offered,1084,Tobacco use treatment provided or offered,1808,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,27.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"18646 OXNARD STREET TARZANA, CA 91356 (34.179958, -118.539759)"
50348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,Hours of physical-restraint use,1100.95,Hours of seclusion use,16.87,Patients discharged on multiple antipsychotic medications with appropriate justification,19,Alcohol use brief intervention provided or offered,33,Tobacco use treatment provided or offered,43,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,26.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"101 CITY DRIVE SOUTH ORANGE, CA 92868 (33.780111, -117.894303)"
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,RUTHERFORD,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,24,Alcohol use brief intervention provided or offered,71,Tobacco use treatment provided or offered,280,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"288 SOUTH RIDGECREST AVE RUTHERFORDTON, NC 28139 (35.363396, -81.964842)"
504012,SMOKEY POINT BEHAVIORAL HOSPITAL,3955 156TH ST NE,MARYSVILLE,WA,98271,SNOHOMISH,Hours of physical-restraint use,62.71,Hours of seclusion use,22.9,Patients discharged on multiple antipsychotic medications with appropriate justification,37,Alcohol use brief intervention provided or offered,44,Tobacco use treatment provided or offered,86,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
244012,COMM BEHAVIORAL HEALTH HOSP,1610 8TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,Hours of physical-restraint use,8.43,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,32,Alcohol use brief intervention provided or offered,42,Tobacco use treatment provided or offered,71,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1610 8TH AVENUE EAST ALEXANDRIA, MN 56308 (45.883226, -95.353724)"
190060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,CALCASIEU,Hours of physical-restraint use,34.76,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,32,Alcohol use brief intervention provided or offered,44,Tobacco use treatment provided or offered,218,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1701 OAK PARK BLVD LAKE CHARLES, LA 70601 (30.203461, -93.197295)"
30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,14,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"5301 EAST GRANT ROAD TUCSON, AZ 85712 (32.250749, -110.880169)"
170104,ADVENTHEALTH SHAWNEE MISSION,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,JOHNSON,Hours of physical-restraint use,70.63,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,265,Tobacco use treatment provided or offered,313,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,73.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"9100 W 74TH STREET SHAWNEE MISSION, KS 66204 (38.995137, -94.69204)"
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,Hours of physical-restraint use,15.58,Hours of seclusion use,0.33,Patients discharged on multiple antipsychotic medications with appropriate justification,35,Alcohol use brief intervention provided or offered,113,Tobacco use treatment provided or offered,609,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1900 COLUMBUS AVE BAY CITY, MI 48708 (43.589392, -83.868089)"
180149,TJ HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,ADAIR,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,21,Tobacco use treatment provided or offered,111,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"901 WESTLAKE DRIVE COLUMBIA, KY 42728 (37.096289, -85.29494)"
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,Hours of physical-restraint use,109.51,Hours of seclusion use,144.77,Patients discharged on multiple antipsychotic medications with appropriate justification,16,Alcohol use brief intervention provided or offered,159,Tobacco use treatment provided or offered,341,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"750 EAST ADAMS STREET SYRACUSE, NY 13210 (43.042677, -76.139323)"
224013,"ARBOUR HOSPITAL, THE",49 ROBINWOOD AVENUE,BOSTON,MA,2130,SUFFOLK,Hours of physical-restraint use,120.5,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,58,Alcohol use brief intervention provided or offered,234,Tobacco use treatment provided or offered,416,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"49 ROBINWOOD AVENUE BOSTON, MA 02130 (42.316184, -71.111883)"
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,EMPORIA CITY,Hours of physical-restraint use,Not Available,Hours of seclusion use,26.62,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol use brief intervention provided or offered,34,Tobacco use treatment provided or offered,132,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"727 NORTH MAIN STREET EMPORIA, VA 23847 (36.701568, -77.535985)"
34020,HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,AZ,85007,MARICOPA,Hours of physical-restraint use,4.26,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,38,Alcohol use brief intervention provided or offered,121,Tobacco use treatment provided or offered,194,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1201 SOUTH 7TH AVENUE, SUITE 200 PHOENIX, AZ 85007 (33.435485, -112.082505)"
194114,RIVER PLACE BEHAVIORAL HEALTH,500 RUE DE SANTE,LA PLACE,LA,70068,ST. JOHN BAPTIST,Hours of physical-restraint use,29.77,Hours of seclusion use,148.18,Patients discharged on multiple antipsychotic medications with appropriate justification,27,Alcohol use brief intervention provided or offered,135,Tobacco use treatment provided or offered,407,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"500 RUE DE SANTE LA PLACE, LA 70068 (30.071081, -90.514023)"
334012,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON ST,BINGHAMTON,NY,13901,BROOME,Hours of physical-restraint use,33.03,Hours of seclusion use,10.33,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol use brief intervention provided or offered,14,Tobacco use treatment provided or offered,38,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,"425 ROBINSON ST BINGHAMTON, NY 13901 (42.107984, -75.866583)"
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,HILLSBOROUGH,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol use brief intervention provided or offered,239,Tobacco use treatment provided or offered,481,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"119 OAKFIELD DR BRANDON, FL 33511 (27.934002, -82.288303)"
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,13,Tobacco use treatment provided or offered,24,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"295 JACKSON HWY S GROVE HILL, AL 36451 (31.694213, -87.777231)"
340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,IREDELL,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,200,Tobacco use treatment provided or offered,657,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,27,Tobacco use treatment provided or offered,61,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"9300 WEST SUNSET RD LAS VEGAS, NV 89148 (36.070256, -115.295512)"
230013,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,MI,48341,OAKLAND,Hours of physical-restraint use,Not Available,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"461 W HURON ST PONTIAC, MI 48341 (42.635679, -83.309475)"
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,Hours of physical-restraint use,10021,Hours of seclusion use,185,Patients discharged on multiple antipsychotic medications with appropriate justification,25,Alcohol use brief intervention provided or offered,98,Tobacco use treatment provided or offered,103,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"1324 LAKELAND HILLS BLVD LAKELAND, FL 33805 (28.059671, -81.953248)"
364051,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,BUTLER,Hours of physical-restraint use,37.56,Hours of seclusion use,3,Patients discharged on multiple antipsychotic medications with appropriate justification,91,Alcohol use brief intervention provided or offered,264,Tobacco use treatment provided or offered,335,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"8614 SHEPHERD FARM DRIVE WEST CHESTER, OH 45069 (39.34363, -84.45687)"
